2000 219.8 1
2005 217.6 1
2010 217 1
2015 217.9 1
2020 218.3 1
2025 216.9 1
2030 218.4 1
2035 223.9 1
2040 223.8 1
2045 220.4 1
2050 216.6 1
2055 221.2 1
2060 217.6 1
2065 217.1 1
2070 215.5 1
2075 218.2 1
2080 218.6 1
2085 225.6 1
2090 216.9 1
2095 218.1 1
2100 225.4 1
2105 215.7 1
2110 214.5 1
2115 214.6 1
2120 219 1
2125 219.6 1
2130 229.3 1
2135 220.1 1
2140 214.7 1
2145 220.2 1
2150 216.9 1
2155 217.3 1
2160 214.4 1
2165 214.5 1
2170 222.8 1
2175 219.6 1
2180 233.7 1
2185 218.4 1
2190 214.1 1
2195 224.3 1
2200 219.5 1
2205 221.1 1
2210 216.4 1
2215 212.8 1
2220 216.4 1
2225 218.2 1
2230 217.8 1
2235 220.4 1
2240 212.7 1
2245 213.5 1
2250 222.7 1
2255 215.4 1
2260 217 1
2265 213.7 1
2270 211.7 1
2275 217.9 1
2280 228.9 1
2285 216.2 1
2290 224.1 1
2295 214 1
2300 211.1 1
2305 215.2 1
2310 220 1
2315 213.1 1
2320 217.8 1
2325 212.2 1
2330 210.7 1
2335 219.4 1
2340 241.3 1
2345 219.8 1
2350 246.5 1
2355 229.3 1
2360 211 1
2365 211.2 1
2370 224.5 1
2375 218.7 1
2380 215.2 1
2385 222.2 1
2390 211.1 1
2395 209.1 1
2400 212.2 1
2405 223.6 1
2410 213.3 1
2415 221.1 1
2420 224.8 1
2425 210.1 1
2430 208.7 1
2435 215.1 1
2440 236 1
2445 216 1
2450 220.2 1
2455 228.2 1
2460 210.5 1
2465 207.8 1
2470 208.8 1
2475 218.7 1
2480 214.1 1
2485 217.8 1
2490 259 1
2495 225.9 1
2500 208.2 1
2505 207.3 1
2510 215.9 1
2515 234.5 1
2520 213.1 1
2525 208.1 1
2530 209.8 1
2535 206.9 1
2540 206.2 1
2545 207 1
2550 225.4 1
2555 261.3 1
2560 220.3 1
2565 225.4 1
2570 272.8 1
2575 226 1
2580 207 1
2585 205.7 1
2590 210.1 1
2595 240.3 1
2600 225.7 1
2605 206.6 1
2610 204.6 1
2615 204.2 1
2620 204.1 1
2625 204 1
2630 204.1 1
2635 208.6 1
2640 224 1
2645 211.7 1
2650 205.8 1
2655 219.2 1
2660 219.3 1
2665 205.6 1
2670 203.5 1
2675 203.6 1
2680 210 1
2685 253.1 1
2690 239.1 1
2695 208.5 1
2700 219.9 1
2705 251.2 1
2710 218.1 1
2715 204.1 1
2720 202.7 1
2725 203 1
2730 214.6 1
2735 254 1
2740 226 1
2745 207.4 1
2750 243.9 1
2755 311.2 1
2760 236.8 1
2765 205.5 1
2770 202 1
2775 201.6 1
2780 205.7 1
2785 236.9 1
2790 232.9 1
2795 206.4 1
2800 204.3 1
2805 225.2 1
2810 223.4 1
2815 204.4 1
2820 200.6 1
2825 200.2 1
2830 200.6 1
2835 209.3 1
2840 258.8 1
2845 245.4 1
2850 208.6 1
2855 209.1 1
2860 281.5 1
2865 307.5 1
2870 225.1 1
2875 202.7 1
2880 199.7 1
2885 199.3 1
2890 200.8 1
2895 228.4 1
2900 275.2 1
2905 228 1
2910 202.7 1
2915 200.1 1
2920 208.5 1
2925 208.1 1
2930 199.7 1
2935 197.6 1
2940 197.3 1
2945 197.2 1
2950 197.6 1
2955 205.6 1
2960 237.7 1
2965 224.8 1
2970 202.8 1
2975 199.6 1
2980 224.4 1
2985 287.9 1
2990 244.1 1
2995 205.4 1
3000 197.9 1
3005 196.6 1
3010 196.5 1
3015 197.4 1
3020 214.3 1
3025 301.7 1
3030 290.1 1
3035 219 1
3040 200.2 1
3045 201.5 1
3050 233.7 1
3055 240.4 1
3060 208 1
3065 197.3 1
3070 195.2 1
3075 194.8 1
3080 195 1
3085 196.1 1
3090 214.3 1
3095 310.9 1
3100 309.2 1
3105 226.8 1
3110 201.4 1
3115 199.7 1
3120 242.5 1
3125 314.2 1
3130 252.9 1
3135 206.8 1
3140 196 1
3145 193.5 1
3150 192.8 1
3155 192.6 1
3160 192.7 1
3165 196.2 1
3170 217.1 1
3175 220.1 1
3180 201.1 1
3185 194.1 1
3190 193.1 1
3195 201.9 1
3200 247.4 1
3205 248.6 1
3210 209.8 1
3215 195.6 1
3220 192.2 1
3225 191.4 1
3230 191.3 1
3235 191.5 1
3240 192.3 1
3245 202.4 1
3250 281.1 1
3255 336.5 1
3260 253.2 1
3265 207.7 1
3270 196.5 1
3275 198.7 1
3280 264.3 1
3285 421.2 1
3290 347.8 1
3295 237.7 1
3300 202.5 1
3305 193.2 1
3310 190.6 1
3315 189.7 1
3320 189.4 1
3325 189.5 1
3330 191.1 1
3335 214 1
3340 281.8 1
3345 264.2 1
3350 214 1
3355 195.7 1
3360 190.9 1
3365 191.8 1
3370 220.5 1
3375 295.7 1
3380 270.5 1
3385 215.8 1
3390 195.6 1
3395 189.7 1
3400 187.9 1
3405 187.3 1
