2009-08-06T03:33:10	SETUP
2009-08-06T03:33:15	RUNNING
2009-08-06T03:33:21	RUNNING
2009-08-06T03:33:26	RUNNING
2009-08-06T03:33:32	RUNNING
2009-08-06T03:33:37	RUNNING
2009-08-06T03:33:42	RUNNING
2009-08-06T03:33:48	RUNNING
2009-08-06T03:33:53	RUNNING
2009-08-06T03:33:58	RUNNING
2009-08-06T03:34:04	RUNNING
2009-08-06T03:34:09	RUNNING
2009-08-06T03:34:14	RUNNING
2009-08-06T03:34:20	RUNNING
2009-08-06T03:34:25	RUNNING
2009-08-06T03:34:30	RUNNING
2009-08-06T03:34:36	RUNNING
2009-08-06T03:34:41	RUNNING
2009-08-06T03:34:46	RUNNING
2009-08-06T03:34:52	RUNNING
2009-08-06T03:34:57	RUNNING
2009-08-06T03:35:02	RUNNING
2009-08-06T03:35:08	RUNNING
2009-08-06T03:35:13	RUNNING
2009-08-06T03:35:19	RUNNING
2009-08-06T03:35:24	RUNNING
2009-08-06T03:35:29	RUNNING
2009-08-06T03:35:35	RUNNING
2009-08-06T03:35:40	RUNNING
2009-08-06T03:35:45	RUNNING
2009-08-06T03:35:51	RUNNING
2009-08-06T03:35:56	RUNNING
2009-08-06T03:36:01	RUNNING
2009-08-06T03:36:07	RUNNING
2009-08-06T03:36:12	RUNNING
2009-08-06T03:36:17	RUNNING
2009-08-06T03:36:23	RUNNING
2009-08-06T03:36:28	RUNNING
2009-08-06T03:36:34	RUNNING
2009-08-06T03:36:39	RUNNING
2009-08-06T03:36:44	RUNNING
2009-08-06T03:36:50	RUNNING
2009-08-06T03:36:55	RUNNING
2009-08-06T03:37:00	RUNNING
2009-08-06T03:37:06	RUNNING
2009-08-06T03:37:11	RUNNING
2009-08-06T03:37:16	RUNNING
2009-08-06T03:37:22	RUNNING
2009-08-06T03:37:27	RUNNING
2009-08-06T03:37:33	RUNNING
2009-08-06T03:37:38	RUNNING
2009-08-06T03:37:43	RUNNING
2009-08-06T03:37:49	RUNNING
2009-08-06T03:37:54	RUNNING
2009-08-06T03:37:59	RUNNING
2009-08-06T03:38:05	RUNNING
2009-08-06T03:38:10	RUNNING
2009-08-06T03:38:15	RUNNING
2009-08-06T03:38:21	RUNNING
2009-08-06T03:38:26	RUNNING
2009-08-06T03:38:31	RUNNING
2009-08-06T03:38:37	RUNNING
2009-08-06T03:38:42	RUNNING
2009-08-06T03:38:47	RUNNING
2009-08-06T03:38:53	RUNNING
2009-08-06T03:38:58	RUNNING
2009-08-06T03:39:03	RUNNING
2009-08-06T03:39:09	RUNNING
2009-08-06T03:39:14	RUNNING
2009-08-06T03:39:19	RUNNING
2009-08-06T03:39:25	RUNNING
2009-08-06T03:39:30	RUNNING
2009-08-06T03:39:35	RUNNING
2009-08-06T03:39:41	RUNNING
2009-08-06T03:39:46	RUNNING
2009-08-06T03:39:51	RUNNING
2009-08-06T03:39:57	RUNNING
2009-08-06T03:40:02	RUNNING
2009-08-06T03:40:07	RUNNING
2009-08-06T03:40:13	RUNNING
2009-08-06T03:40:18	RUNNING
2009-08-06T03:40:23	RUNNING
2009-08-06T03:40:29	RUNNING
2009-08-06T03:40:34	RUNNING
2009-08-06T03:40:40	RUNNING
2009-08-06T03:40:45	RUNNING
2009-08-06T03:40:50	RUNNING
2009-08-06T03:40:56	RUNNING
2009-08-06T03:41:01	RUNNING
2009-08-06T03:41:06	RUNNING
2009-08-06T03:41:12	RUNNING
2009-08-06T03:41:17	RUNNING
2009-08-06T03:41:22	RUNNING
2009-08-06T03:41:28	RUNNING
2009-08-06T03:41:33	RUNNING
2009-08-06T03:41:38	RUNNING
2009-08-06T03:41:44	RUNNING
2009-08-06T03:41:49	RUNNING
2009-08-06T03:41:54	RUNNING
2009-08-06T03:42:00	RUNNING
2009-08-06T03:42:05	RUNNING
2009-08-06T03:42:10	RUNNING
2009-08-06T03:42:16	RUNNING
2009-08-06T03:42:21	RUNNING
2009-08-06T03:42:26	RUNNING
2009-08-06T03:42:32	RUNNING
2009-08-06T03:42:37	RUNNING
2009-08-06T03:42:43	RUNNING
2009-08-06T03:42:48	RUNNING
2009-08-06T03:42:53	RUNNING
2009-08-06T03:42:58	RUNNING
2009-08-06T03:43:04	RUNNING
2009-08-06T03:43:09	RUNNING
2009-08-06T03:43:15	RUNNING
2009-08-06T03:43:20	RUNNING
2009-08-06T03:43:25	RUNNING
2009-08-06T03:43:31	RUNNING
2009-08-06T03:43:36	RUNNING
2009-08-06T03:43:41	RUNNING
2009-08-06T03:43:47	RUNNING
2009-08-06T03:43:52	RUNNING
2009-08-06T03:43:57	RUNNING
2009-08-06T03:44:03	RUNNING
2009-08-06T03:44:08	RUNNING
2009-08-06T03:44:13	RUNNING
2009-08-06T03:44:19	RUNNING
2009-08-06T03:44:24	RUNNING
2009-08-06T03:44:29	RUNNING
2009-08-06T03:44:35	RUNNING
2009-08-06T03:44:40	RUNNING
2009-08-06T03:44:45	RUNNING
2009-08-06T03:44:51	RUNNING
2009-08-06T03:44:56	RUNNING
2009-08-06T03:45:01	RUNNING
2009-08-06T03:45:07	RUNNING
2009-08-06T03:45:12	RUNNING
2009-08-06T03:45:18	RUNNING
2009-08-06T03:45:23	RUNNING
2009-08-06T03:45:28	RUNNING
2009-08-06T03:45:34	RUNNING
2009-08-06T03:45:39	RUNNING
2009-08-06T03:45:44	RUNNING
2009-08-06T03:45:50	RUNNING
2009-08-06T03:45:55	RUNNING
2009-08-06T03:46:00	RUNNING
2009-08-06T03:46:06	RUNNING
2009-08-06T03:46:11	RUNNING
2009-08-06T03:46:16	RUNNING
2009-08-06T03:46:22	RUNNING
2009-08-06T03:46:27	RUNNING
2009-08-06T03:46:32	RUNNING
2009-08-06T03:46:38	RUNNING
2009-08-06T03:46:43	RUNNING
2009-08-06T03:46:48	RUNNING
2009-08-06T03:46:54	RUNNING
2009-08-06T03:46:59	RUNNING
2009-08-06T03:47:04	RUNNING
2009-08-06T03:47:10	RUNNING
2009-08-06T03:47:15	RUNNING
2009-08-06T03:47:20	RUNNING
2009-08-06T03:47:26	RUNNING
2009-08-06T03:47:31	RUNNING
2009-08-06T03:47:37	RUNNING
2009-08-06T03:47:42	RUNNING
2009-08-06T03:47:47	RUNNING
2009-08-06T03:47:53	RUNNING
2009-08-06T03:47:58	RUNNING
2009-08-06T03:48:03	RUNNING
2009-08-06T03:48:09	RUNNING
2009-08-06T03:48:14	RUNNING
2009-08-06T03:48:19	RUNNING
2009-08-06T03:48:25	RUNNING
2009-08-06T03:48:30	RUNNING
2009-08-06T03:48:35	RUNNING
2009-08-06T03:48:41	RUNNING
2009-08-06T03:48:46	RUNNING
2009-08-06T03:48:51	RUNNING
2009-08-06T03:48:57	RUNNING
2009-08-06T03:49:02	RUNNING
2009-08-06T03:49:07	RUNNING
2009-08-06T03:49:13	RUNNING
2009-08-06T03:49:18	RUNNING
2009-08-06T03:49:23	RUNNING
2009-08-06T03:49:29	RUNNING
2009-08-06T03:49:34	RUNNING
2009-08-06T03:49:39	RUNNING
2009-08-06T03:49:45	RUNNING
2009-08-06T03:49:50	RUNNING
2009-08-06T03:49:55	RUNNING
2009-08-06T03:50:01	RUNNING
2009-08-06T03:50:06	RUNNING
2009-08-06T03:50:11	RUNNING
2009-08-06T03:50:17	RUNNING
2009-08-06T03:50:22	RUNNING
2009-08-06T03:50:27	RUNNING
2009-08-06T03:50:33	RUNNING
2009-08-06T03:50:38	RUNNING
2009-08-06T03:50:43	RUNNING
2009-08-06T03:50:49	RUNNING
2009-08-06T03:50:54	RUNNING
2009-08-06T03:50:59	RUNNING
2009-08-06T03:51:05	RUNNING
2009-08-06T03:51:10	RUNNING
2009-08-06T03:51:16	RUNNING
2009-08-06T03:51:21	RUNNING
2009-08-06T03:51:26	RUNNING
2009-08-06T03:51:31	RUNNING
2009-08-06T03:51:37	RUNNING
2009-08-06T03:51:42	RUNNING
2009-08-06T03:51:48	RUNNING
2009-08-06T03:51:53	RUNNING
2009-08-06T03:51:58	RUNNING
2009-08-06T03:52:04	RUNNING
2009-08-06T03:52:09	RUNNING
2009-08-06T03:52:14	RUNNING
2009-08-06T03:52:20	RUNNING
2009-08-06T03:52:25	RUNNING
2009-08-06T03:52:30	RUNNING
2009-08-06T03:52:36	RUNNING
2009-08-06T03:52:41	RUNNING
2009-08-06T03:52:46	RUNNING
2009-08-06T03:52:52	RUNNING
2009-08-06T03:52:57	RUNNING
2009-08-06T03:53:02	RUNNING
2009-08-06T03:53:08	RUNNING
2009-08-06T03:53:13	RUNNING
2009-08-06T03:53:18	RUNNING
2009-08-06T03:53:24	RUNNING
2009-08-06T03:53:29	RUNNING
2009-08-06T03:53:34	RUNNING
2009-08-06T03:53:40	RUNNING
2009-08-06T03:53:45	RUNNING
2009-08-06T03:53:51	RUNNING
2009-08-06T03:53:56	RUNNING
2009-08-06T03:54:01	RUNNING
2009-08-06T03:54:07	RUNNING
2009-08-06T03:54:12	RUNNING
2009-08-06T03:54:17	RUNNING
2009-08-06T03:54:23	RUNNING
2009-08-06T03:54:28	RUNNING
2009-08-06T03:54:33	RUNNING
2009-08-06T03:54:39	RUNNING
2009-08-06T03:54:44	RUNNING
2009-08-06T03:54:49	RUNNING
2009-08-06T03:54:54	RUNNING
2009-08-06T03:55:00	RUNNING
2009-08-06T03:55:05	RUNNING
2009-08-06T03:55:10	RUNNING
2009-08-06T03:55:16	RUNNING
2009-08-06T03:55:21	RUNNING
2009-08-06T03:55:26	RUNNING
2009-08-06T03:55:32	RUNNING
2009-08-06T03:55:37	RUNNING
2009-08-06T03:55:43	RUNNING
2009-08-06T03:55:48	RUNNING
2009-08-06T03:55:53	RUNNING
2009-08-06T03:55:59	RUNNING
2009-08-06T03:56:04	RUNNING
2009-08-06T03:56:09	RUNNING
2009-08-06T03:56:15	RUNNING
2009-08-06T03:56:20	RUNNING
2009-08-06T03:56:25	RUNNING
2009-08-06T03:56:31	RUNNING
2009-08-06T03:56:36	RUNNING
2009-08-06T03:56:41	RUNNING
2009-08-06T03:56:47	RUNNING
2009-08-06T03:56:52	RUNNING
2009-08-06T03:56:57	RUNNING
2009-08-06T03:57:03	RUNNING
2009-08-06T03:57:08	RUNNING
2009-08-06T03:57:13	RUNNING
2009-08-06T03:57:19	RUNNING
2009-08-06T03:57:24	RUNNING
2009-08-06T03:57:29	RUNNING
2009-08-06T03:57:35	RUNNING
2009-08-06T03:57:40	RUNNING
2009-08-06T03:57:45	RUNNING
2009-08-06T03:57:51	RUNNING
2009-08-06T03:57:56	RUNNING
2009-08-06T03:58:01	RUNNING
2009-08-06T03:58:07	RUNNING
2009-08-06T03:58:12	RUNNING
2009-08-06T03:58:18	RUNNING
2009-08-06T03:58:23	RUNNING
2009-08-06T03:58:28	RUNNING
2009-08-06T03:58:34	RUNNING
2009-08-06T03:58:39	RUNNING
2009-08-06T03:58:44	RUNNING
2009-08-06T03:58:50	RUNNING
2009-08-06T03:58:55	RUNNING
2009-08-06T03:59:00	RUNNING
2009-08-06T03:59:06	RUNNING
2009-08-06T03:59:11	RUNNING
2009-08-06T03:59:16	RUNNING
2009-08-06T03:59:22	RUNNING
2009-08-06T03:59:27	RUNNING
2009-08-06T03:59:32	RUNNING
2009-08-06T03:59:38	RUNNING
2009-08-06T03:59:43	RUNNING
2009-08-06T03:59:48	RUNNING
2009-08-06T03:59:54	RUNNING
2009-08-06T03:59:59	RUNNING
2009-08-06T04:00:04	RUNNING
2009-08-06T04:00:10	RUNNING
2009-08-06T04:00:15	RUNNING
2009-08-06T04:00:20	RUNNING
2009-08-06T04:00:26	RUNNING
2009-08-06T04:00:31	RUNNING
2009-08-06T04:00:37	RUNNING
2009-08-06T04:00:42	RUNNING
2009-08-06T04:00:47	RUNNING
2009-08-06T04:00:53	RUNNING
2009-08-06T04:00:58	RUNNING
2009-08-06T04:01:04	RUNNING
2009-08-06T04:01:09	RUNNING
2009-08-06T04:01:14	RUNNING
2009-08-06T04:01:20	RUNNING
2009-08-06T04:01:25	RUNNING
2009-08-06T04:01:30	RUNNING
2009-08-06T04:01:36	RUNNING
2009-08-06T04:01:41	RUNNING
2009-08-06T04:01:46	RUNNING
2009-08-06T04:01:52	RUNNING
2009-08-06T04:01:57	RUNNING
2009-08-06T04:02:02	RUNNING
2009-08-06T04:02:08	RUNNING
2009-08-06T04:02:13	RUNNING
2009-08-06T04:02:18	RUNNING
2009-08-06T04:02:24	RUNNING
2009-08-06T04:02:29	RUNNING
2009-08-06T04:02:35	RUNNING
2009-08-06T04:02:40	RUNNING
2009-08-06T04:02:45	RUNNING
