      519.61076        0.09681773        0.02970109
      520.64998        0.08809168        0.03341098
      521.69128        0.12457221        0.03180909
      522.73466        0.11499280        0.02915405
      523.78013        0.12552232        0.02979823
      524.82769        0.12262412        0.02953346
      525.87735        0.08004059        0.02812696
      526.92910        0.02008317        0.03186010
      527.98296        0.12730585        0.03216605
      529.03892        0.11602834        0.02835346
      530.09700        0.14592852        0.02839648
      531.15720        0.15345660        0.02912691
      532.21951        0.11788682        0.02841731
      533.28395        0.14754057        0.03065608
      534.35052        0.11979818        0.03407992
      535.41922        0.14459463        0.03131909
      536.49006        0.13810764        0.02966649
      537.56304        0.08168157        0.02779339
      538.63816        0.13349991        0.02542958
      539.71544        0.10267326        0.02633361
      540.79487        0.13334441        0.02860546
      541.87646        0.10148604        0.02947250
      542.96021        0.13950739        0.02976372
      544.04613        0.18969275        0.02919757
      545.13423        0.15971117        0.02881607
      546.22449        0.13629017        0.02793376
      547.31694        0.13115412        0.02846516
      548.41158        0.18209368        0.03220146
      549.50840        0.14911811        0.02892820
      550.60742        0.15414412        0.02589873
      551.70863        0.18160521        0.02804579
      552.81205        0.13079152        0.02818614
      553.91767        0.10775090        0.02737354
      555.02551        0.13312564        0.02697580
      556.13556        0.11530780        0.02654015
      557.24783        0.19951122        0.02973959
      558.36233        0.15596571        0.02657193
      559.47905        0.17908100        0.02994916
      560.59801        0.16980742        0.03002674
      561.71921        0.15330002        0.02795021
      562.84264        0.16292135        0.02773145
      563.96833        0.14408949        0.02542765
      565.09627        0.13211860        0.02512524
      566.22646        0.17079820        0.02564405
      567.35891        0.18864598        0.02746414
      568.49363        0.13445551        0.02899623
      569.63062        0.07631730        0.02867959
      570.76988        0.16827933        0.02865099
      571.91142        0.13583791        0.02748066
      573.05524        0.14863346        0.03037328
      574.20135        0.17011034        0.02970531
      575.34975        0.20950836        0.02792681
      576.50045        0.18410470        0.02744386
      577.65345        0.13987759        0.02669912
      578.80876        0.13928170        0.02833828
      579.96638        0.09673252        0.02899749
      581.12631        0.12305043        0.02732449
      582.28856        0.12123271        0.02595709
      583.45314        0.16238624        0.02558159
      584.62005        0.16208341        0.02714309
      585.78929        0.15631842        0.02726777
      586.96087        0.12567096        0.02601256
      588.13479        0.11367281        0.02655959
      589.31106        0.10317555        0.02558888
      590.48968        0.14802172        0.02776405
      591.67066        0.09450717        0.02620053
      592.85400        0.10136892        0.02619905
      594.03971        0.10588708        0.02541867
      595.22779        0.17162603        0.02643366
      596.41824        0.17422849        0.02844924
      597.61108        0.20174991        0.02904748
      598.80630        0.12210579        0.02776444
      600.00391        0.11458015        0.02484753
      601.20392        0.16703560        0.02896912
      602.40633        0.15840845        0.02431751
      603.61114        0.15140929        0.02811168
